Name,Internship,Term,Course_Name,Course_Code,Section_Code,Placement_Status,Site,SiteCategory,SUBJECT,Student_Name,StudentID,Assessment_Document_Title,Rubric_Title,Assessment_Status,AssessorUID,Assessor_Role,Assessment_Completion_Date,Score,Points_Possible,Percentage,Performance_Levels
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Confident,Completed,143,supervisor,4/19/16 2:29,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Principled,Completed,143,supervisor,4/19/16 2:29,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Compassionate and Respectful ,Completed,143,supervisor,4/19/16 2:29,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Collaborative,Completed,143,supervisor,4/19/16 2:29,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Communicative,Completed,143,supervisor,4/19/16 2:29,7,0,0,3.000-Proficient|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,First Teaching Assessment (Spring 2016),Implementing,Completed,143,supervisor,3/9/16 8:35,16,0,0,4.000-Exemplary |4.000-Exemplary |4.000-Exemplary |0.000-N/A|0.000-N/A|4.000-Exemplary |0.000-N/A|0.000-N/A
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,First Teaching Assessment (Spring 2016),Managing ,Completed,143,supervisor,3/9/16 8:35,14,0,0,4.000-Exemplary |4.000-Exemplary |3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,First Teaching Assessment (Spring 2016),Assessing,Completed,143,supervisor,3/9/16 8:35,0,0,0,0.000-N/A |0.000-N/A 
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,First Teaching Assessment (Spring 2016),Confident and Passionate,Completed,143,supervisor,3/9/16 8:35,11,0,0,4.000-Exemplary|4.000-Exemplary|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,First Teaching Assessment (Spring 2016),Relationships,Completed,143,supervisor,3/9/16 8:35,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Second Teaching Assessment (Spring 2016),Implementing,Completed,143,supervisor,4/7/16 1:20,17,0,0,2.000-Emerging|2.000-Emerging|0.000-N/A|0.000-N/A|4.000-Exemplary |3.000-Proficient|3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Second Teaching Assessment (Spring 2016),Managing ,Completed,143,supervisor,4/7/16 1:20,13,0,0,3.000-Proficient|3.000-Proficient|4.000-Exemplary |3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Second Teaching Assessment (Spring 2016),Assessing,Completed,143,supervisor,4/7/16 1:20,6,0,0,3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Second Teaching Assessment (Spring 2016),Confident and Passionate,Completed,143,supervisor,4/7/16 1:20,10,0,0,3.000-Proficient|4.000-Exemplary|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Second Teaching Assessment (Spring 2016),Relationships,Completed,143,supervisor,4/7/16 1:20,10,0,0,3.000-Proficient|3.000-Proficient|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Third Teaching Assessment (Spring 2016),Implementing,Completed,143,supervisor,4/12/16 10:47,21,0,0,3.000-Proficient|3.000-Proficient|3.000-Proficient|0.000-N/A|3.000-Proficient|3.000-Proficient|3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Third Teaching Assessment (Spring 2016),Managing ,Completed,143,supervisor,4/12/16 10:47,13,0,0,4.000-Exemplary |3.000-Proficient|3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Third Teaching Assessment (Spring 2016),Assessing,Completed,143,supervisor,4/12/16 10:47,6,0,0,3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Third Teaching Assessment (Spring 2016),Confident and Passionate,Completed,143,supervisor,4/12/16 10:47,10,0,0,3.000-Proficient|4.000-Exemplary|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Third Teaching Assessment (Spring 2016),Relationships,Completed,143,supervisor,4/12/16 10:47,11,0,0,4.000-Exemplary|3.000-Proficient|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fourth Teaching Assessment (Spring 2016),Implementing,Completed,143,supervisor,4/12/16 12:22,25,0,0,3.000-Proficient|3.000-Proficient|4.000-Exemplary |3.000-Proficient|3.000-Proficient|4.000-Exemplary |2.000-Emerging|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fourth Teaching Assessment (Spring 2016),Managing ,Completed,143,supervisor,4/12/16 12:22,13,0,0,3.000-Proficient|4.000-Exemplary |3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fourth Teaching Assessment (Spring 2016),Assessing,Completed,143,supervisor,4/12/16 12:22,7,0,0,3.000-Proficient|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fourth Teaching Assessment (Spring 2016),Confident and Passionate,Completed,143,supervisor,4/12/16 12:22,11,0,0,4.000-Exemplary|4.000-Exemplary|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fourth Teaching Assessment (Spring 2016),Relationships,Completed,143,supervisor,4/12/16 12:22,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fifth Teaching Assessment (Spring 2016),Implementing,Completed,143,supervisor,4/13/16 11:14,9,0,0,0.000-N/A|0.000-N/A|0.000-N/A|0.000-N/A|3.000-Proficient|3.000-Proficient|0.000-N/A|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fifth Teaching Assessment (Spring 2016),Managing ,Completed,143,supervisor,4/13/16 11:14,16,0,0,4.000-Exemplary |4.000-Exemplary |4.000-Exemplary |4.000-Exemplary 
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fifth Teaching Assessment (Spring 2016),Assessing,Completed,143,supervisor,4/13/16 11:14,3,0,0,3.000-Proficient|0.000-N/A 
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fifth Teaching Assessment (Spring 2016),Confident and Passionate,Completed,143,supervisor,4/13/16 11:14,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Fifth Teaching Assessment (Spring 2016),Relationships,Completed,143,supervisor,4/13/16 11:14,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Professional and Committed ,Completed,241,intern,4/25/16 4:04,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Confident,Completed,241,intern,4/25/16 4:04,11,0,0,4.000-Exemplary|3.000-Proficient|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Principled,Completed,241,intern,4/25/16 4:04,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Compassionate and Respectful ,Completed,241,intern,4/25/16 4:04,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Collaborative,Completed,241,intern,4/25/16 4:04,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Julia Green Elementary School ,,K-6/ELL,,L22763387,Candidate Disposition (Spring 2016),Communicative,Completed,241,intern,4/25/16 4:04,7,0,0,3.000-Proficient|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Mentor: Mid-Term Student Teaching Evaluation Rubric (Spring 2016),Craft,Completed,242,mentor,4/6/16 7:50,15,0,0,3.000-Proficient|3.000-Proficient|3.000-Proficient|3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Mentor: Mid-Term Student Teaching Evaluation Rubric (Spring 2016),Attitudes and Values,Completed,242,mentor,4/6/16 7:50,17,0,0,4.000-Exemplary|3.000-Proficient|4.000-Exemplary|3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Mentor: Mid-Term Student Teaching Evaluation Rubric (Spring 2016),Relationships,Completed,242,mentor,4/6/16 7:50,18,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Mentor: Mid-Term Student Teaching Evaluation Rubric (Spring 2016),Essential Knowledge,Completed,242,mentor,4/6/16 7:50,9,0,0,3.000-Proficient|3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Mentor: Final Student Teaching Evaluation Rubric (Spring 2016),Craft,Completed,242,mentor,4/19/16 11:47,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Mentor: Final Student Teaching Evaluation Rubric (Spring 2016),Attitudes and Values,Completed,242,mentor,4/19/16 11:47,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Mentor: Final Student Teaching Evaluation Rubric (Spring 2016),Relationships,Completed,242,mentor,4/19/16 11:47,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Mentor: Final Student Teaching Evaluation Rubric (Spring 2016),Essential Knowledge,Completed,242,mentor,4/19/16 11:47,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Professional and Committed ,Completed,242,mentor,4/19/16 11:48,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Confident,Completed,242,mentor,4/19/16 11:48,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Principled,Completed,242,mentor,4/19/16 11:48,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Compassionate and Respectful ,Completed,242,mentor,4/19/16 11:48,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Collaborative,Completed,242,mentor,4/19/16 11:48,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Communicative,Completed,242,mentor,4/19/16 11:48,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Supervisor: Final Student Teaching Evaluation Rubric (Spring 2016),Craft,Completed,31,supervisor,4/20/16 9:32,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Supervisor: Final Student Teaching Evaluation Rubric (Spring 2016),Attitudes and Values,Completed,31,supervisor,4/20/16 9:32,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Supervisor: Final Student Teaching Evaluation Rubric (Spring 2016),Relationships,Completed,31,supervisor,4/20/16 9:32,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Supervisor: Final Student Teaching Evaluation Rubric (Spring 2016),Essential Knowledge,Completed,31,supervisor,4/20/16 9:32,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Supervisor: Mid-Term Student Teaching Evaluation Rubric (Spring 2016),Craft,Completed,31,supervisor,4/5/16 5:02,16,0,0,3.000-Proficient|3.000-Proficient|3.000-Proficient|3.000-Proficient|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Supervisor: Mid-Term Student Teaching Evaluation Rubric (Spring 2016),Attitudes and Values,Completed,31,supervisor,4/5/16 5:02,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Supervisor: Mid-Term Student Teaching Evaluation Rubric (Spring 2016),Relationships,Completed,31,supervisor,4/5/16 5:02,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Supervisor: Mid-Term Student Teaching Evaluation Rubric (Spring 2016),Essential Knowledge,Completed,31,supervisor,4/5/16 5:02,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Professional and Committed ,Completed,31,supervisor,4/20/16 9:33,20,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Confident,Completed,31,supervisor,4/20/16 9:33,12,0,0,4.000-Exemplary|4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Principled,Completed,31,supervisor,4/20/16 9:33,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Compassionate and Respectful ,Completed,31,supervisor,4/20/16 9:33,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Collaborative,Completed,31,supervisor,4/20/16 9:33,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,Candidate Disposition (Spring 2016),Communicative,Completed,31,supervisor,4/20/16 9:33,8,0,0,4.000-Exemplary|4.000-Exemplary
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,First Teaching Assessment (Spring 2016),Implementing,Completed,31,supervisor,3/29/16 8:00,29,0,0,4.000-Exemplary |3.000-Proficient|4.000-Exemplary |4.000-Exemplary |4.000-Exemplary |4.000-Exemplary |3.000-Proficient|3.000-Proficient
,,,,,,,,,,,,,,,,,,,,,
TN: Lipscomb University,Student Teaching Seminar - Undergraduate Student Teaching Second Placement ,Spring 2016,Student Teaching Seminar,ED 4403,1,Completed,Percy Priest Elementary,,K-6/ELL,,L22761504,First Teaching Assessment (Spring 2016),Managing ,Completed,31,supervisor,3/29/16 8:00,14,0,0,4.000-Exemplary |3.000-Proficient|3.000-Proficient|4.000-Exemplary 
,,,,,,,,,,,,,,,,,,,,,
